CoVIC ID,Isotype,Epitope Community (RBD),ADCP,mADCP,ADNP,mADNP,ADCD,ADNKA_CD107a,ADNKA_MIP-1b,FcgR2aR,FcgR3aV,FcgR2b,FcgR3b,FcRn,mFcR2b,mFcR3,mFcR4,(0.5 mg/mL) % survival,(1.5 mg/mL) % survival,IC50_WA1 (ng/mL),IC80_WA1 (ng/mL),IC50_UTMB (ng/mL),IC80_UTMB (ng/mL),IC90_UTMB (ng/mL),neut_cluster
168,IgG1,2.0,0.7471900955424232,-0.2116124084595345,-0.32689594045665615,0.0725919120373306,-0.4738862524267029,0.253007323439337,0.655604387422957,0.861649066714822,0.7767375930207456,0.9121465267292721,0.7739779979103129,0.13601787834569265,-0.1379402815058241,0.6005865023394411,0.6392209146217469,0.0,,0.03055132476615428,0.05412967483656425,1.0017470127518309,0.8722470794854812,0.7784266515299673,1
169,IgG1,2.0,0.5321254366491631,-0.4072145394114419,-0.34301974171642324,-1.3202361931468183,-0.6988852375237029,0.13428819980664972,0.3089818674902127,0.895203143652304,0.788747213486213,0.9443134855402258,0.8580988146908889,0.13037904623295604,-0.1202402293092497,0.6418270702232138,0.7270477872645712,,10.0,0.2160749260942297,0.29975964617281137,0.7092163697909478,0.756227521289904,0.7679979867244116,1
171,IgG1,,0.577753851906004,0.7046545394756232,0.09635877601450231,-1.0528782591726347,-0.5246682541636062,0.2352287591439755,0.17635568382295116,0.2886142913586451,0.38867748117486733,0.2690427498799445,0.3900687151557985,-0.27404243568203573,-0.461932004901667,0.5624793437178554,0.3055981834815258,20.0,,2.459389525865968,2.3728067210825534,2.1995721945617484,1.9440340124978701,1.7553941797015862,2
173,IgG1,,0.4099799182314345,0.5638940194930342,-0.05335725363483628,-1.0707664196317175,-0.7498787141282296,0.0006317864985239883,0.17362873506965318,0.6177450912890555,0.6506752617258187,0.8404193830072203,0.8053328937495405,0.7184048601197937,0.371223674908803,0.6735423671350447,0.8900002523782927,20.0,40.0,-0.5321565924576336,-0.17234054236357524,-0.06078934853899845,0.043175265434694014,0.10320824811376243,1
179,IgG,2.0,-1.8661314983513662,0.7733908643547391,-0.6188953528411086,-1.457274918483445,-0.8323525299894978,0.1768589089826033,-0.5288268666005502,-1.3212140922814397,-1.2856318797428519,-1.3562391969016807,-0.88073627643081,-1.6221583338577275,-0.5825152077113713,-0.5010061776057622,-0.9080057554507556,,10.0,0.8320904518917726,0.9347039130336432,0.16547539088016397,0.25166048779498823,0.2975666004550864,1
180,IgG,1.0,-1.1363446880312107,0.04207064852903069,-0.42546655981069365,-1.1546535011270447,-1.0219267573128303,-0.04039879311531192,0.08773821420681427,0.2804270597346627,0.8257755033882601,0.2791164126424156,-0.3847804265281438,0.7816185424639197,-0.5808316960061827,-3.4002349210395195,-0.6403421852014225,0.0,0.0,0.2549627549272416,0.5198844307730085,1.215015239149222,1.9354440786151115,2.321301582140419,2
181,IgG1,5.0,0.5128633634366304,-1.047154793000935,0.13476272926547722,0.771119056948948,-1.0555139868176298,0.1060280997662423,0.7370151012873516,0.9349051479721237,0.8873332219752269,1.0251499317494028,1.0085791908356017,0.9784062637954566,1.2127900599210515,1.379207577403289,1.083009719856557,50.0,100.0,-0.7745017018352388,-0.6454237256933172,-0.40381498060610355,-0.46088272152490906,-0.4867641958718974,3
182,IgG1,2.0,0.770743173231854,-0.47764641479545394,0.7905540787259809,0.352984987735084,0.2922711254590684,0.1870674815667137,0.8456031418528275,0.7519047416158742,0.7989035479489551,0.8272013778628176,0.9247379873826556,0.8802620328669666,0.7205168866622856,1.2323964897999642,0.8813908474564627,70.0,,-0.5321565924576336,-0.5808145920242676,-0.3342669405212986,-0.40489815168645066,-0.4376109045972203,3
183,IgG,2.0,0.6720420425540307,-0.07170056993092642,0.1288892734335644,0.23647403739076361,-1.1214564696641431,0.25950996001422005,0.6313680753016304,0.4013511704250612,0.38340039638600987,0.4782979044286726,0.5323234917748565,-1.459989149879708,-0.1073295377933902,0.43106085340452444,0.4879542658983427,,70.0,0.09429642650852378,0.04414678485171565,-0.6990715202528556,-0.7051960106612145,-0.6952931573522293,1
184,IgG,,0.14305656615872878,-0.40419692009314934,1.0725250427474533,0.4712659382585582,-0.9547563575912699,-0.018710355578018614,0.10418367838949087,1.051323833838032,1.0783954912291067,1.0929271992490186,-0.8792850127993665,1.3809460860104061,-0.5333018141242314,-1.073461129977755,-0.9330181465653146,10.0,70.0,-0.28981148388508127,-0.23323897027625023,-0.5236913346813629,-0.027853998284803783,0.2627770729300712,1
185,IgG,2.0,0.48092087164385755,0.2515080808982856,0.03938920164376231,-0.3026490290676719,0.513679295260577,-0.019272675399446916,0.21237134516337416,0.7213059304144653,0.6843842211709819,0.6963751091655452,0.6129670213383253,-0.0011197274748394462,-0.3843733278160027,0.29674510214449074,0.3686485879179251,,70.0,-0.7745017018352388,-0.7244989145806748,-1.3424974979570827,-1.3826504548178258,-1.376238755788804,3
